account_id,opportunity_name,close_date,stage,amount,lead_source,description,probability,created_date,owner_name,account_name,duns_number
858,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,9/24/2022,Closed Lost,Franc,Web,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",21.25,2022-08-27T12:33:12Z,Mikaela Filipyev,Feednation,46-219-3342
859,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,6/4/2022,Closed Lost,Dollar,Web,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",79.44,2022-10-11T14:16:04Z,Greg Lacer,Skynoodle,21-433-7602
860,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,3/14/2022,Closed Lost,Ruble,Referral,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",85.07,2022-08-30T18:45:54Z,Patrizia Harbottle,Katz,43-090-6024
861,pellentesque at nulla suspendisse potenti cras in purus eu magna,5/27/2022,Closed Won,Ruble,Purchased List,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,31.07,2022-01-08T00:24:49Z,Perrine Josskowitz,Youbridge,68-088-6033
862,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,5/14/2022,Closed Lost,Euro,Partner,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,5.95,2022-04-23T22:22:28Z,Cyrus MacCurtain,Oyondu,45-009-0889
863,sollicitudin mi sit amet lobortis sapien sapien non mi integer,6/6/2022,Closed Won,Rupee,Partner,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",49.15,2022-05-30T09:37:27Z,Myranda Jaffray,JumpXS,75-510-1040
864,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,11/12/2022,Closed Lost,Peso,Referral,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",11.25,2022-07-19T23:36:06Z,Rosemarie Tripcony,Photolist,88-807-0980
865,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,12/2/2022,Closed Lost,Real,Purchased List,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",55.54,2022-03-12T18:33:29Z,Berta Baignard,Cogibox,23-230-2141
866,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,11/30/2022,Closed Lost,Peso,Web,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,45.04,2022-03-21T14:46:45Z,Bancroft Tesyro,Bluejam,58-694-7432
867,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,6/26/2022,Closed Won,Yuan Renminbi,Referral,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",96.63,2022-09-16T15:28:40Z,Ximenez Cassie,Trudeo,23-550-9095
868,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,12/22/2022,Closed Lost,Real,Partner,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",30.92,2022-01-22T03:49:49Z,Dana Gaukroger,Kwideo,11-098-4053
869,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,10/4/2022,Closed Won,Birr,Web,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",20.15,2022-05-23T08:40:56Z,Desmond Pitman,Yambee,16-255-6123
870,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,8/29/2022,Closed Lost,Peso,Purchased List,Sed ante. Vivamus tortor. Duis mattis egestas metus.,24.38,2022-10-04T01:36:55Z,Halette Reeday,Voonte,15-337-0827
871,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,7/19/2022,Closed Won,Hryvnia,Partner,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",84.1,2022-09-20T18:46:29Z,Constancia Nimmo,Fliptune,96-517-3512
872,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,2/24/2022,Closed Lost,Ruble,Partner,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",52.5,2022-03-12T15:52:30Z,Brinna Gillbee,Vinder,29-390-3382
873,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,7/9/2022,Closed Lost,Dollar,Web,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,8.35,2022-10-28T21:17:29Z,Ginelle McSkin,Skibox,26-672-1105
874,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,5/1/2022,Closed Lost,Krona,Web,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",74.92,2022-10-26T00:29:38Z,Austina Trigg,Zoombeat,03-778-8253
875,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,6/20/2022,Closed Lost,Yuan Renminbi,Partner,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",28.8,2022-09-10T22:15:34Z,Grace Nassey,Edgepulse,16-133-7138
876,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,9/8/2022,Closed Lost,Euro,Referral,Phasellus in felis. Donec semper sapien a libero. Nam dui.,28.0,2022-07-22T02:59:04Z,Trueman Bowden,Twitternation,67-248-1054
877,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,2/9/2022,Closed Lost,Yen,Web,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",19.79,2022-03-22T02:12:40Z,Cookie Dax,Yozio,40-900-8964
878,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,2/5/2022,Closed Lost,Yuan Renminbi,Purchased List,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",42.99,2022-08-06T15:24:15Z,Henryetta Perllman,Zava,28-913-5251
879,erat volutpat in congue etiam justo etiam pretium iaculis justo,11/17/2022,Closed Lost,Koruna,Purchased List,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",2.04,2022-01-20T12:22:09Z,Gaultiero Hevey,Livetube,96-978-4450
880,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,12/1/2022,Closed Won,Peso,Referral,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",39.99,2022-04-22T19:33:44Z,Aloysia Bettinson,Latz,88-649-3292
881,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,11/24/2022,Closed Won,Quetzal,Purchased List,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",88.39,2022-04-02T22:26:53Z,Guilbert Gregol,Jetwire,12-382-7939
882,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,1/4/2022,Closed Won,Peso,Purchased List,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,35.6,2022-08-19T00:36:33Z,Terry Lodwig,Brainverse,03-372-5765
883,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,6/16/2022,Closed Won,Yuan Renminbi,Purchased List,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",42.75,2022-07-03T01:19:59Z,Sandie Seniour,Livepath,25-124-5134
884,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,7/4/2022,Closed Lost,Euro,Web,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",72.75,2022-10-26T05:06:37Z,Lucretia O'Carran,Dabshots,58-100-1816
885,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,12/18/2022,Closed Lost,Rupiah,Referral,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",4.41,2022-12-13T02:46:25Z,Eduard Saywood,Zoombox,60-732-2932
886,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,2/15/2022,Closed Lost,Dollar,Web,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",25.0,2022-09-23T14:57:27Z,Fanchette Mathias,Topicblab,61-214-1228
887,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,6/29/2022,Closed Won,Rupiah,Web,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",44.34,2022-03-29T10:50:00Z,Thurston Jewer,LiveZ,31-229-6728
888,in congue etiam justo etiam pretium iaculis justo in hac habitasse,3/2/2022,Closed Lost,Yen,Referral,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",26.61,2022-07-08T03:41:21Z,Christine Cersey,Cogidoo,66-820-0682
889,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,12/2/2022,Closed Lost,Colon,Referral,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",27.59,2022-07-12T16:25:05Z,Conroy McKune,Eazzy,75-774-0551
890,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,4/30/2022,Closed Won,Yen,Referral,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",7.36,2022-03-09T06:38:16Z,Megan Dawdary,Dynabox,25-039-9635
891,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,2/24/2022,Closed Lost,Yuan Renminbi,Partner,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",20.85,2022-09-25T06:58:40Z,Roosevelt Cremer,Teklist,06-795-1858
892,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,10/9/2022,Closed Lost,Real,Partner,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",60.86,2022-01-25T03:46:50Z,Bancroft Donaher,Dabshots,95-062-1460
893,sit amet lobortis sapien sapien non mi integer ac neque,2/3/2022,Closed Lost,Rupiah,Purchased List,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",66.22,2022-10-24T23:35:59Z,Hadley Cockrem,Skilith,63-766-2478
894,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,8/25/2022,Closed Lost,Zloty,Web,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3.57,2022-03-10T02:35:25Z,Malory Leif,Rhybox,11-747-3139
895,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,5/2/2022,Closed Lost,Rupiah,Purchased List,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",19.02,2022-08-19T06:45:10Z,Marys Sugar,Eadel,47-550-8678
896,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,4/17/2022,Closed Won,Rupiah,Partner,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",6.37,2022-04-16T05:56:30Z,Susette Knapton,Yotz,67-508-3337
897,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,10/30/2022,Closed Won,Euro,Purchased List,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",86.61,2022-04-18T22:41:30Z,Dani Twelvetrees,Mycat,42-213-8732
898,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,1/16/2022,Closed Lost,Real,Referral,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",57.1,2022-04-23T11:07:15Z,Yuma Valsler,Thoughtstorm,89-541-2849
899,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,10/20/2022,Closed Lost,Franc,Partner,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",91.9,2022-10-09T11:21:58Z,Cristine Koubu,Voolith,91-224-7232
900,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,5/4/2022,Closed Won,Rial,Web,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",30.34,2022-04-05T01:03:51Z,Lefty Greendale,Ooba,98-953-3026
901,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,3/4/2022,Closed Won,Peso,Referral,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",72.49,2022-02-08T21:52:36Z,Caresse Simoens,Tekfly,89-850-5311
902,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,2/18/2022,Closed Lost,Som,Referral,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",25.83,2022-03-29T08:07:58Z,Willy Lambol,Tambee,63-082-1517
903,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,1/27/2022,Closed Won,Zloty,Referral,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,75.33,2022-09-17T11:10:58Z,Lilith Geockle,Blogspan,98-031-6122
904,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,8/9/2022,Closed Won,Yuan Renminbi,Partner,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",61.63,2022-07-17T12:26:34Z,Zane Dougliss,Buzzdog,73-478-0069
905,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,3/31/2022,Closed Lost,Euro,Partner,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",82.99,2022-03-13T00:23:36Z,Moina Jaimez,Jaxworks,34-635-3447
906,elementum in hac habitasse platea dictumst morbi vestibulum velit id,8/21/2022,Closed Lost,Rupiah,Partner,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",54.4,2022-09-28T22:29:59Z,Brietta Howett,Dabshots,35-857-7496
907,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,5/12/2022,Closed Lost,Dollar,Referral,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",62.18,2022-06-08T22:50:22Z,Leland Clappson,Fanoodle,71-308-6124
908,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,6/2/2022,Closed Lost,Yuan Renminbi,Web,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",35.68,2022-02-03T03:51:30Z,Beth Lermit,Jayo,67-797-0858
909,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,4/29/2022,Closed Won,Yuan Renminbi,Partner,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",51.21,2022-05-25T01:15:59Z,Cati Craister,Wikido,17-945-7022
910,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,8/18/2022,Closed Won,Yuan Renminbi,Partner,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",94.43,2022-12-24T11:03:57Z,Claudianus Ciani,Voolith,54-511-9291
911,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,9/9/2022,Closed Lost,Kip,Purchased List,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,45.91,2022-08-13T02:18:59Z,Cort Cawker,Yakidoo,59-034-1856
912,at turpis donec posuere metus vitae ipsum aliquam non mauris,4/4/2022,Closed Lost,Real,Purchased List,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",80.2,2022-02-25T14:30:35Z,Glenn Hegarty,Leexo,74-695-7259
913,porta volutpat quam pede lobortis ligula sit amet eleifend pede,10/3/2022,Closed Won,Rupiah,Partner,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1.29,2022-11-27T15:52:17Z,Daisie Radish,Twimbo,18-691-4593
914,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,10/22/2022,Closed Lost,Peso,Referral,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,73.78,2022-02-22T23:17:22Z,Dwain Busson,Blogtag,06-716-0531
915,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,4/10/2022,Closed Won,Peso,Referral,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,78.85,2022-10-11T01:18:43Z,Carline Posse,Edgeblab,15-237-3483
916,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,2/26/2022,Closed Lost,Yuan Renminbi,Partner,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",49.63,2022-03-09T03:08:50Z,Julianne Petrolli,Minyx,73-959-8260
